nct_id,start_year,completion_year,phase,overall_status,primary_purpose
NCT00030147,2002.0,2015.0,Phase 4,Completed,Treatment
NCT00030264,2001.0,2016.0,Phase 2,Completed,Treatment
NCT00030966,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00030979,2002.0,2005.0,Phase 4,Completed,Treatment
NCT00031018,,,Phase 2,Unknown status,Treatment
NCT00031317,2002.0,2005.0,Phase 4,Completed,Treatment
NCT00031486,2000.0,2011.0,Phase 3,Completed,Treatment
NCT00031590,2001.0,2011.0,Phase 2,Terminated,Treatment
NCT00031798,2002.0,2006.0,Phase 3,Terminated,Supportive Care
NCT00032695,,,Phase 3,Completed,Treatment
NCT00032734,2001.0,2003.0,Phase 2,Completed,Treatment
NCT00032916,2001.0,2002.0,Phase 1,Unknown status,Treatment
NCT00032929,2001.0,,Phase 3,Completed,Treatment
NCT00032955,2001.0,2002.0,Phase 3,Completed,Treatment
NCT00032968,2001.0,2002.0,Phase 3,Completed,Treatment
NCT00033033,2001.0,2003.0,Phase 2,Completed,Treatment
NCT00033046,2001.0,2002.0,Phase 1,Unknown status,Treatment
NCT00033059,2001.0,2002.0,Phase 1,Unknown status,Treatment
NCT00033072,2001.0,2002.0,Phase 1,Unknown status,Treatment
NCT00033085,2001.0,2002.0,Phase 2,Completed,Treatment
NCT00033098,2001.0,2002.0,Phase 1,Unknown status,Treatment
NCT00033111,2001.0,2004.0,Phase 2,Completed,Treatment
NCT00033189,2001.0,2005.0,Phase 2,Completed,Treatment
NCT00033813,2002.0,,Phase 2,Completed,Treatment
NCT00033891,2002.0,2010.0,Phase 2,Completed,Treatment
NCT00034021,2002.0,2004.0,Phase 2,Completed,Treatment
NCT00034229,2002.0,2006.0,Phase 2,Completed,Treatment
NCT00034242,2002.0,2004.0,Phase 2,Completed,Treatment
NCT00034580,2001.0,2002.0,Phase 4,Completed,Treatment
NCT00034697,2001.0,2003.0,Phase 2,Terminated,Treatment
NCT00034710,2002.0,2002.0,Phase 2,Completed,Treatment
NCT00034749,2001.0,2006.0,Phase 3,Completed,Treatment
NCT00034762,2000.0,2003.0,Phase 3,Completed,Treatment
NCT00034775,2001.0,2002.0,Phase 3,Completed,Treatment
NCT00034788,2000.0,2004.0,Phase 3,Terminated,Treatment
NCT00034801,2001.0,2003.0,Phase 4,Completed,Treatment
NCT00034814,2002.0,2006.0,Phase 2,Completed,Treatment
NCT00034892,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00034905,2001.0,2002.0,Phase 4,Completed,Treatment
NCT00035139,,,Phase 4,Completed,Treatment
NCT00035191,2001.0,2003.0,Phase 3,Completed,Treatment
NCT00035204,,2003.0,Phase 4,Completed,Treatment
NCT00035230,2001.0,2002.0,Phase 3,Completed,Treatment
NCT00035412,2001.0,2004.0,Phase 2,Completed,Treatment
NCT00035438,2002.0,2003.0,Phase 2,Completed,Treatment
NCT00035529,2001.0,2003.0,Phase 2,Terminated,Treatment
NCT00035802,2002.0,2002.0,Phase 3,Completed,Treatment
NCT00035815,2003.0,2007.0,Phase 3,Completed,Treatment
NCT00035958,2002.0,2002.0,Phase 2/Phase 3,Terminated,Treatment
NCT00036088,2001.0,2002.0,Phase 4,Completed,Treatment
NCT00036101,2002.0,2003.0,Phase 3,Completed,Treatment
NCT00036114,2000.0,2003.0,Phase 3,Completed,Treatment
NCT00036127,2002.0,2003.0,Phase 2/Phase 3,Completed,Treatment
NCT00036205,2000.0,2004.0,Phase 3,Terminated,Treatment
NCT00036218,2001.0,2003.0,Phase 3,Completed,Treatment
NCT00036296,2006.0,2007.0,Phase 1/Phase 2,Completed,Treatment
NCT00036309,2002.0,2003.0,Phase 3,Completed,Treatment
NCT00036335,2002.0,2003.0,Phase 3,Completed,Treatment
NCT00036348,2000.0,2003.0,Phase 3,Completed,Treatment
NCT00036361,2002.0,2003.0,Phase 3,Completed,Treatment
NCT00036413,2002.0,2002.0,Phase 2,Completed,Treatment
NCT00036582,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00036881,2002.0,2007.0,Phase 3,Completed,Supportive Care
NCT00037102,2001.0,2003.0,Phase 4,Completed,Treatment
NCT00037115,2002.0,2002.0,Phase 4,Withdrawn,Treatment
NCT00037479,1999.0,,Phase 2,Completed,Treatment
NCT00037674,2001.0,2003.0,Phase 3,Completed,Treatment
NCT00037830,1999.0,2010.0,Phase 2,Completed,Treatment
NCT00038389,2001.0,2005.0,Phase 1,Terminated,Treatment
NCT00038441,1995.0,2005.0,Phase 1/Phase 2,Completed,Treatment
NCT00038896,2001.0,2002.0,Phase 3,Completed,Treatment
NCT00039832,2002.0,2008.0,Phase 2,Completed,Treatment
NCT00039988,2001.0,2007.0,Not Applicable,Completed,Treatment
NCT00040040,2002.0,2003.0,Phase 1,Unknown status,Diagnostic
NCT00040053,2002.0,2004.0,Phase 2,Completed,Treatment
NCT00040209,2002.0,2005.0,Phase 2,Completed,Treatment
NCT00040261,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00040326,2002.0,2007.0,Phase 3,Completed,Treatment
NCT00040404,2002.0,2005.0,Phase 2/Phase 3,Terminated,Treatment
NCT00040482,1999.0,2005.0,Phase 2,Completed,Treatment
NCT00040560,,,Phase 1,Unknown status,Diagnostic
NCT00040573,2002.0,2003.0,Phase 1/Phase 2,Completed,Treatment
NCT00041392,2001.0,2009.0,Phase 2,Completed,Treatment
NCT00041535,2002.0,2007.0,Phase 2,Completed,Treatment
NCT00041678,2000.0,2003.0,Phase 3,Completed,Treatment
NCT00041717,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00041795,2002.0,,Phase 2,Completed,Treatment
NCT00041938,2002.0,2014.0,Phase 3,Completed,Prevention
NCT00042146,2001.0,,Phase 4,Completed,Treatment
NCT00042172,2002.0,2004.0,Phase 4,Completed,Treatment
NCT00042224,2000.0,2008.0,Phase 1/Phase 2,Completed,Treatment
NCT00042237,2001.0,,Phase 1,Completed,Treatment
NCT00042367,2000.0,2006.0,Not Applicable,Completed,Treatment
NCT00042380,2002.0,2005.0,Phase 2,Completed,Treatment
NCT00043264,,,Phase 2,Completed,Treatment
NCT00043550,2001.0,2009.0,Phase 3,Completed,Treatment
NCT00043589,2002.0,2007.0,Not Applicable,Completed,Treatment
NCT00043654,2002.0,2007.0,Phase 2,Completed,Treatment
NCT00043849,2002.0,2005.0,Phase 4,Completed,Treatment
NCT00043875,2000.0,2003.0,Phase 2,Completed,Treatment
NCT00043901,2000.0,2005.0,Phase 4,Completed,Treatment
NCT00043914,2002.0,2003.0,Phase 4,Completed,Treatment
NCT00044005,2002.0,2003.0,Phase 2,Completed,Treatment
NCT00044044,2002.0,2003.0,Phase 2,Completed,Treatment
NCT00044070,2000.0,2003.0,Phase 2,Completed,Treatment
NCT00044083,2002.0,2015.0,Phase 2,Terminated,Other
NCT00044187,2001.0,2003.0,Phase 4,Completed,Treatment
NCT00044278,2000.0,2006.0,Phase 2,Completed,Treatment
NCT00044395,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00044408,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00044421,2002.0,2006.0,Phase 3,Completed,Treatment
NCT00044616,2001.0,2007.0,Phase 4,Completed,Treatment
NCT00044629,2001.0,2006.0,Phase 2,Completed,Treatment
NCT00044642,2000.0,2007.0,Phase 4,Completed,Diagnostic
NCT00044655,2001.0,2009.0,Phase 4,Completed,Treatment
NCT00044681,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00044772,2001.0,2003.0,Phase 3,Completed,Treatment
NCT00044798,2001.0,2008.0,Phase 3,Completed,Treatment
NCT00044915,2000.0,2004.0,Phase 2,Completed,Treatment
NCT00045916,2001.0,2006.0,Phase 4,Completed,Treatment
NCT00045968,2006.0,,Phase 3,"Active, not recruiting",Treatment
NCT00046163,2002.0,2003.0,Phase 4,Terminated,Treatment
NCT00046293,2002.0,2007.0,Phase 2,Completed,Treatment
NCT00046358,2002.0,2005.0,Phase 4,Completed,Treatment
NCT00046475,1997.0,1999.0,Phase 4,Completed,Treatment
NCT00046722,2003.0,2005.0,Phase 1/Phase 2,Completed,Treatment
NCT00046761,2002.0,,Phase 2/Phase 3,Terminated,Treatment
NCT00046813,2001.0,2005.0,Phase 4,Terminated,Treatment
NCT00047320,2004.0,2009.0,Phase 2,Completed,Treatment
NCT00047450,2001.0,2007.0,Not Applicable,Completed,Treatment
NCT00047567,2002.0,2002.0,Phase 4,Terminated,Treatment
NCT00047580,2002.0,2002.0,Phase 3,Completed,Treatment
NCT00047671,2002.0,2006.0,Phase 4,Completed,Treatment
NCT00047723,2003.0,2007.0,Phase 3,Completed,Treatment
NCT00048646,2002.0,2005.0,Phase 1/Phase 2,Completed,Treatment
NCT00048802,2002.0,2006.0,Phase 4,Completed,Treatment
NCT00048815,2003.0,2007.0,Not Applicable,Completed,Treatment
NCT00048828,2001.0,2006.0,Phase 4,Completed,Treatment
NCT00048906,2002.0,2003.0,Phase 2,Completed,Treatment
NCT00049803,2000.0,2004.0,Phase 3,Completed,Treatment
NCT00049946,2002.0,2003.0,Phase 2,Completed,Treatment
NCT00050206,2002.0,2005.0,Phase 4,Completed,Treatment
NCT00050232,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00050245,2002.0,2007.0,Phase 2,Completed,Treatment
NCT00050271,,2007.0,Not Applicable,Completed,Treatment
NCT00050778,2002.0,2010.0,Phase 2,Completed,Treatment
NCT00050804,2002.0,2004.0,Phase 4,Completed,Treatment
NCT00050934,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00050947,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00051298,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00051402,2002.0,2007.0,Phase 2,Completed,Treatment
NCT00051896,2002.0,,Phase 1,Unknown status,Treatment
NCT00051909,2002.0,2003.0,Phase 2,Completed,Treatment
NCT00051935,2003.0,2003.0,Phase 2,Completed,Treatment
NCT00052078,2003.0,2008.0,Phase 3,Completed,Treatment
NCT00053417,2003.0,2003.0,Phase 2,Completed,Treatment
NCT00053573,2003.0,2006.0,Phase 1/Phase 2,Completed,Treatment
NCT00053599,2002.0,2007.0,Phase 3,Completed,Treatment
NCT00053677,2002.0,2005.0,Phase 3,Completed,Treatment
NCT00053703,2002.0,2007.0,Phase 4,Completed,Treatment
NCT00053937,2002.0,,Phase 1,Completed,Prevention
NCT00054704,2003.0,2014.0,Phase 2,Terminated,Treatment
NCT00054730,2002.0,,Phase 2,Completed,Treatment
NCT00054756,2003.0,2014.0,Phase 2,Completed,Diagnostic
NCT00054795,,,Phase 3,Completed,Treatment
NCT00055393,2002.0,2006.0,Not Applicable,Completed,Treatment
NCT00055484,2002.0,2003.0,Phase 2,Completed,Prevention
NCT00055549,2003.0,2009.0,Phase 1,Completed,Treatment
NCT00055575,2003.0,2015.0,Phase 2,Terminated,Treatment
NCT00056199,2003.0,2005.0,Phase 1,Completed,Treatment
NCT00056225,2003.0,2007.0,Phase 3,Completed,Treatment
NCT00056238,2003.0,,Phase 2,Completed,Treatment
NCT00056277,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00056290,2002.0,2008.0,Phase 1/Phase 2,Completed,Treatment
NCT00056329,2002.0,2012.0,Phase 3,Unknown status,Treatment
NCT00056498,2001.0,2007.0,Phase 4,Completed,Treatment
NCT00056524,2003.0,2007.0,Phase 3,Completed,Treatment
NCT00056576,2002.0,2004.0,Phase 3,Completed,Treatment
NCT00056810,2002.0,2005.0,Phase 2,Completed,
NCT00057278,2003.0,2006.0,Phase 2/Phase 3,Completed,Treatment
NCT00057551,2003.0,2007.0,Phase 4,Completed,Treatment
NCT00057577,2002.0,2014.0,Phase 4,Completed,Prevention
NCT00057642,2002.0,2006.0,Not Applicable,Completed,Treatment
NCT00057681,2003.0,2008.0,Phase 3,Completed,Treatment
NCT00057707,2003.0,2017.0,Phase 1,Completed,Other
NCT00058071,2003.0,,Phase 3,Completed,Supportive Care
NCT00058838,2003.0,2004.0,Phase 3,Completed,Treatment
NCT00059228,2003.0,2016.0,Phase 2,Terminated,Treatment
NCT00059280,2003.0,2005.0,Phase 2/Phase 3,Completed,Treatment
NCT00059306,2003.0,2012.0,Phase 3,Completed,Treatment
NCT00059332,2005.0,2013.0,Phase 3,Completed,Treatment
NCT00060489,2002.0,2003.0,Phase 3,Completed,Treatment
NCT00060866,2003.0,2005.0,Phase 4,Completed,Treatment
NCT00060905,2003.0,,Phase 3,Completed,Treatment
NCT00060957,1997.0,,Phase 2,Completed,Treatment
NCT00061022,2003.0,2006.0,Phase 3,Completed,Treatment
NCT00061074,1993.0,2000.0,Phase 1,Completed,Treatment
NCT00061087,1998.0,2004.0,Phase 2/Phase 3,Completed,Treatment
NCT00061113,2001.0,2006.0,Phase 4,Completed,Treatment
NCT00061776,,,Phase 2/Phase 3,Completed,Treatment
NCT00061789,2003.0,2004.0,Phase 2,Completed,Treatment
NCT00061802,2003.0,2004.0,Phase 4,Completed,Treatment
NCT00062478,2001.0,,Phase 2,Completed,Treatment
NCT00062673,2003.0,2004.0,Phase 3,Completed,Treatment
NCT00062738,2003.0,2009.0,Phase 2,Completed,Treatment
NCT00062972,1999.0,2002.0,Phase 3,Withdrawn,Treatment
NCT00063193,2003.0,2005.0,Phase 2,Completed,Treatment
NCT00063297,2003.0,2003.0,Phase 2,Completed,Treatment
NCT00063310,2003.0,2006.0,Phase 2,Completed,Treatment
NCT00063323,2000.0,2006.0,Phase 3,Completed,Treatment
NCT00063362,2002.0,2007.0,Phase 3,Terminated,Treatment
NCT00064467,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00064623,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00065169,2000.0,2005.0,Not Applicable,Completed,Prevention
NCT00065273,1998.0,2001.0,Phase 3,Completed,Treatment
NCT00065702,2000.0,2002.0,Phase 1/Phase 2,Completed,Treatment
NCT00065767,2001.0,2005.0,Phase 2/Phase 3,Completed,Treatment
NCT00065923,2002.0,,Not Applicable,Completed,Treatment
NCT00065936,1997.0,2002.0,Phase 3,Unknown status,Treatment
NCT00065949,1987.0,2003.0,Phase 3,Unknown status,Prevention
NCT00066157,2001.0,2007.0,Phase 2/Phase 3,Completed,Treatment
NCT00066170,2003.0,2004.0,Phase 3,Completed,Treatment
NCT00066248,2003.0,2007.0,Phase 2,Completed,Supportive Care
NCT00066859,2004.0,2005.0,Phase 3,Completed,Supportive Care
NCT00067158,2003.0,2004.0,Phase 3,Completed,Treatment
NCT00067262,2003.0,,Phase 3,Completed,Treatment
NCT00067327,2002.0,2005.0,Phase 2,Completed,Treatment
NCT00067405,2004.0,2007.0,Phase 1/Phase 2,Completed,Treatment
NCT00067431,2003.0,,Phase 3,Terminated,Treatment
NCT00067496,2003.0,2006.0,Phase 3,Terminated,Treatment
NCT00067535,2003.0,2005.0,Phase 1,Completed,Diagnostic
NCT00067912,2003.0,2004.0,Phase 4,Completed,Treatment
NCT00067938,2003.0,2004.0,Phase 4,Completed,Treatment
NCT00068029,2003.0,2006.0,Phase 4,Completed,Treatment
NCT00068042,2003.0,2006.0,Phase 4,Completed,Treatment
NCT00068081,,,Phase 3,Completed,Treatment
NCT00068107,2003.0,2013.0,Phase 2,Completed,Treatment
NCT00068458,2003.0,2005.0,Phase 2,Completed,Other
NCT00068913,2000.0,,Phase 2,Unknown status,Treatment
NCT00069069,2003.0,2018.0,Phase 1,Withdrawn,Prevention
NCT00069251,2003.0,2005.0,Phase 2,Completed,Treatment
NCT00069329,2003.0,2010.0,Phase 1/Phase 2,Terminated,Treatment
NCT00069459,2003.0,2004.0,Phase 1,Completed,Treatment
NCT00069550,2004.0,2008.0,Phase 3,Unknown status,Treatment
NCT00069641,2003.0,2005.0,Phase 2/Phase 3,Completed,Treatment
NCT00069849,2003.0,,Phase 2,Terminated,Treatment
NCT00069927,2003.0,2006.0,Phase 2,Terminated,Supportive Care
NCT00070694,2003.0,2004.0,Phase 2,Completed,Treatment
NCT00070928,2000.0,2006.0,Phase 2,Completed,Treatment
NCT00070941,2003.0,2010.0,Phase 2/Phase 3,Completed,Treatment
NCT00070993,2002.0,2006.0,Phase 2,Completed,Treatment
NCT00071032,2003.0,2009.0,Phase 3,Completed,Treatment
NCT00071253,2003.0,,Phase 4,Terminated,Treatment
NCT00071643,2002.0,2008.0,Not Applicable,Completed,Prevention
NCT00071695,2003.0,2004.0,Phase 4,Completed,Treatment
NCT00071721,2003.0,2009.0,Phase 3,Completed,Treatment
NCT00071747,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00071838,2003.0,2011.0,Phase 2,Completed,Treatment
NCT00071877,2003.0,2005.0,Phase 2,Completed,Treatment
NCT00072683,2003.0,2006.0,Phase 3,Completed,Treatment
NCT00072709,2003.0,2004.0,Phase 2,Completed,Treatment
NCT00072735,2003.0,2007.0,Phase 1,Completed,Treatment
NCT00073164,2003.0,,Phase 2,Completed,Treatment
NCT00073320,2003.0,2004.0,Phase 3,Completed,Treatment
NCT00073372,2003.0,2005.0,Phase 3,Terminated,Treatment
NCT00073411,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00073476,2003.0,2005.0,Phase 2,Terminated,Treatment
NCT00073658,2000.0,2005.0,Phase 2,Completed,Treatment
NCT00073697,2003.0,2007.0,Phase 4,Completed,Treatment
NCT00074477,2003.0,2004.0,Phase 2,Completed,Treatment
NCT00074529,2003.0,2006.0,Phase 2,Completed,Treatment
NCT00074607,2001.0,2007.0,Phase 1,Terminated,Treatment
NCT00074776,2003.0,2007.0,Phase 3,Completed,Treatment
NCT00074815,2003.0,2009.0,Phase 3,Completed,Treatment
NCT00074932,2004.0,2006.0,Not Applicable,Completed,Treatment
NCT00074958,2002.0,2005.0,Phase 2,Completed,Treatment
NCT00074971,1999.0,2004.0,Phase 3,Completed,Treatment
NCT00074984,2001.0,2004.0,Phase 4,Completed,Treatment
NCT00075244,2004.0,2005.0,Phase 2,Completed,Treatment
NCT00075842,2003.0,2010.0,Phase 3,Completed,Supportive Care
NCT00075959,2004.0,2006.0,Phase 2,Completed,Treatment
NCT00076102,2004.0,2010.0,Phase 2,Completed,Treatment
NCT00076115,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00076440,2003.0,2007.0,Phase 2,Completed,Treatment
NCT00076492,2004.0,2005.0,Phase 2,Completed,Treatment
NCT00076674,2004.0,2005.0,Phase 2,Completed,Treatment
NCT00076687,2003.0,2009.0,Phase 2,Completed,Treatment
NCT00076726,2003.0,2005.0,Phase 2,Terminated,Treatment
NCT00076856,2004.0,2006.0,Phase 2,Completed,Treatment
NCT00076934,2003.0,2006.0,Phase 1,Completed,Treatment
NCT00077207,2004.0,2013.0,Not Applicable,Completed,Treatment
NCT00077714,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00077727,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00078039,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00078286,2003.0,2008.0,Phase 2/Phase 3,Completed,Treatment
NCT00078312,2004.0,2006.0,Phase 3,Completed,Treatment
NCT00078325,2004.0,2004.0,Phase 3,Completed,Treatment
NCT00078377,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00078481,2004.0,2006.0,Phase 1,Completed,Treatment
NCT00078754,2003.0,2008.0,Phase 2,Completed,Treatment
NCT00078767,2001.0,2006.0,Phase 3,Completed,Treatment
NCT00078988,2004.0,2006.0,Phase 3,Completed,Treatment
NCT00079495,2003.0,2005.0,Phase 2,Completed,Treatment
NCT00079638,2004.0,2005.0,Phase 4,Completed,Treatment
NCT00079677,2004.0,2004.0,Phase 3,Completed,Treatment
NCT00079768,2004.0,2007.0,Phase 2,Completed,Treatment
NCT00079807,2003.0,2007.0,Phase 1/Phase 2,Completed,Treatment
NCT00080054,,,Phase 1,Completed,Treatment
NCT00080145,2004.0,2007.0,Not Applicable,Completed,Treatment
NCT00080158,2004.0,2007.0,Phase 2/Phase 3,Completed,Treatment
NCT00080314,2004.0,2006.0,Phase 3,Completed,Treatment
NCT00080327,2003.0,2004.0,Phase 4,Completed,Treatment
NCT00080366,2004.0,2007.0,Phase 2,Completed,Treatment
NCT00080483,2004.0,2010.0,Phase 2,Completed,Treatment
NCT00081380,2004.0,2006.0,Phase 3,Completed,Prevention
NCT00081497,2004.0,2005.0,Phase 4,Completed,Treatment
NCT00082043,2004.0,2014.0,Phase 1,Completed,Treatment
NCT00082316,,,Phase 2,Completed,Treatment
NCT00082485,2004.0,,Phase 2,Completed,Treatment
NCT00082602,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00083421,2004.0,2007.0,Phase 2,Completed,Treatment
NCT00083590,2004.0,2007.0,Phase 2,Completed,Treatment
NCT00083668,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00083954,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00083980,2002.0,2004.0,Phase 2,Terminated,Treatment
NCT00084084,2004.0,2011.0,Phase 2,Completed,Treatment
NCT00084669,2004.0,2010.0,Not Applicable,Completed,Supportive Care
NCT00085098,2007.0,2009.0,Phase 3,Completed,Treatment
NCT00085748,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00085761,,,Phase 3,Terminated,Treatment
NCT00085891,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00086112,,2005.0,Phase 3,Completed,Treatment
NCT00086138,2004.0,2009.0,Phase 2/Phase 3,Completed,Treatment
NCT00086190,2005.0,2009.0,Phase 3,Completed,Treatment
NCT00086255,2002.0,2004.0,Phase 2,Completed,Treatment
NCT00086281,2003.0,2005.0,Phase 4,Completed,Treatment
NCT00086294,2004.0,2007.0,Phase 2,Completed,Treatment
NCT00086320,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00086385,2001.0,2009.0,Phase 3,Completed,Treatment
NCT00086411,2003.0,2009.0,Phase 2,Completed,Treatment
NCT00086593,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00086671,2004.0,2006.0,Phase 2,Completed,
NCT00087529,2004.0,,Phase 2/Phase 3,Completed,Treatment
NCT00087542,2004.0,2005.0,Phase 2,Completed,Treatment
NCT00087555,2004.0,2006.0,Phase 2,Completed,Treatment
NCT00087724,2004.0,2006.0,Phase 2,Terminated,Treatment
NCT00087750,2003.0,,Phase 1,Unknown status,Treatment
NCT00087789,2004.0,2010.0,Phase 1,Completed,Treatment
NCT00087880,2002.0,2009.0,Phase 2,Completed,Treatment
NCT00088036,2004.0,2006.0,Phase 3,Completed,Treatment
NCT00088049,2003.0,2007.0,Phase 4,Completed,Treatment
NCT00088075,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00088153,2003.0,2011.0,Phase 2/Phase 3,Completed,Treatment
NCT00088166,2004.0,2008.0,Phase 3,Completed,Treatment
NCT00088374,2004.0,2009.0,Phase 2,Completed,Treatment
NCT00088387,2004.0,2005.0,Phase 2,Completed,Treatment
NCT00088452,2004.0,2016.0,Phase 3,Completed,Treatment
NCT00088465,2004.0,2010.0,Phase 3,Completed,Treatment
NCT00088478,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00088491,2004.0,2006.0,Phase 3,Completed,Treatment
NCT00088582,2004.0,,Phase 2,Completed,Treatment
NCT00088621,2004.0,2005.0,Phase 2,Completed,Treatment
NCT00088634,2004.0,2004.0,Phase 2,Completed,Treatment
NCT00088673,2004.0,,Phase 3,Unknown status,Treatment
NCT00088699,2004.0,2017.0,Phase 1/Phase 2,Completed,Other
NCT00088738,2004.0,2008.0,Phase 1,Completed,Treatment
NCT00089414,2004.0,2010.0,Phase 2,Terminated,Treatment
NCT00089440,2004.0,2005.0,Phase 1,Unknown status,Treatment
NCT00089557,,,Phase 2,Terminated,Treatment
NCT00089622,2004.0,2007.0,Phase 2,Completed,Treatment
NCT00089687,2004.0,2005.0,Phase 1,Unknown status,Treatment
NCT00089843,2003.0,2008.0,Phase 2/Phase 3,Completed,Treatment
NCT00089869,,,Phase 1/Phase 2,Completed,Treatment
NCT00090012,2004.0,2006.0,Phase 4,Completed,Treatment
NCT00090064,2004.0,2010.0,Phase 2,Completed,Treatment
NCT00090116,2003.0,2005.0,Phase 3,Completed,Treatment
NCT00090311,2004.0,2006.0,Phase 3,Completed,Treatment
NCT00090324,2004.0,2007.0,Phase 3,Completed,Treatment
NCT00090376,2003.0,,Phase 2,Completed,Treatment
NCT00090402,2004.0,2007.0,Phase 1/Phase 2,Completed,Treatment
NCT00091468,2003.0,2008.0,Phase 1,Unknown status,Treatment
NCT00091650,2004.0,2005.0,Phase 3,Completed,Treatment
NCT00091845,2004.0,2004.0,Phase 1,Terminated,Treatment
NCT00091897,2004.0,2009.0,Phase 2,Completed,Treatment
NCT00091949,2005.0,2015.0,Phase 3,Completed,Treatment
