nct_id,start_year,agency_class,lead_or_collaborator,sponsor_name,phase
NCT00001482,1995.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 2
NCT00001483,1995.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 2
NCT00001487,1995.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 2
NCT00001502,1996.0,NIH,lead,National Cancer Institute (NCI),Phase 1
NCT00001520,1996.0,NIH,lead,National Institutes of Health Clinical Center (CC),Phase 4
NCT00001550,1996.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 1
NCT00001565,1996.0,NIH,lead,National Cancer Institute (NCI),Phase 1
NCT00001656,1997.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 4
NCT00001658,1997.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 4
NCT00001662,1996.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001669,1997.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001723,1998.0,NIH,lead,Jack Yanovski,Phase 2
NCT00001723,1998.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 2
NCT00001723,1998.0,INDUSTRY,collaborator,Roche Pharma AG,Phase 2
NCT00001725,1997.0,NIH,lead,National Institute of Dental and Craniofacial Research (NIDCR),Phase 2
NCT00001768,1997.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 3
NCT00001777,1997.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 1
NCT00001781,1998.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001783,1998.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001784,1998.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001785,1998.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001860,1999.0,NIH,lead,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Phase 2
NCT00001864,1999.0,NIH,lead,National Eye Institute (NEI),Phase 3
NCT00001925,1999.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001929,1999.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001930,1999.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001931,1999.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001933,1999.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001934,1999.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00001956,2000.0,NIH,lead,National Institute of Dental and Craniofacial Research (NIDCR),Phase 2
NCT00001986,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 1
NCT00001994,,INDUSTRY,lead,Glaxo Wellcome,Not Applicable
NCT00002010,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002019,,INDUSTRY,lead,Liposome,Not Applicable
NCT00002040,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002044,,INDUSTRY,lead,Glaxo Wellcome,Not Applicable
NCT00002064,,OTHER,lead,Palo Alto Medical Foundation,Not Applicable
NCT00002068,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002074,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002075,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002076,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002077,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002083,,INDUSTRY,lead,Advanced Peptides,Not Applicable
NCT00002113,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002163,,INDUSTRY,lead,Glaxo Wellcome,Phase 3
NCT00002209,,INDUSTRY,lead,Centaur Pharmaceuticals,Phase 1
NCT00002246,1997.0,INDUSTRY,lead,Bristol-Myers Squibb,Phase 3
NCT00002270,,OTHER,lead,University of Miami,Not Applicable
NCT00002274,,INDUSTRY,lead,Bristol-Myers Squibb,Not Applicable
NCT00002294,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002305,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002306,,INDUSTRY,lead,Pfizer,Not Applicable
NCT00002316,,INDUSTRY,lead,"Alkermes, Inc.",Phase 1
NCT00002395,,INDUSTRY,lead,SmithKline Beecham,Phase 2
NCT00002520,1990.0,NETWORK,lead,Eastern Cooperative Oncology Group,Not Applicable
NCT00002520,1990.0,NIH,collaborator,National Cancer Institute (NCI),Not Applicable
NCT00002594,1994.0,NETWORK,lead,Children's Oncology Group,Phase 2
NCT00002594,1994.0,NIH,collaborator,National Cancer Institute (NCI),Phase 2
NCT00002875,1996.0,NETWORK,lead,Children's Oncology Group,Phase 3
NCT00002875,1996.0,NIH,collaborator,National Cancer Institute (NCI),Phase 3
NCT00002875,1996.0,OTHER,collaborator,Pediatric Oncology Group,Phase 3
NCT00002944,1997.0,NETWORK,lead,Children's Oncology Group,Phase 3
NCT00002944,1997.0,NIH,collaborator,National Cancer Institute (NCI),Phase 3
NCT00003141,1998.0,NETWORK,lead,Children's Oncology Group,Phase 1
NCT00003141,1998.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1
NCT00003203,1998.0,NETWORK,lead,Children's Oncology Group,Phase 2
NCT00003203,1998.0,NIH,collaborator,National Cancer Institute (NCI),Phase 2
NCT00003483,1998.0,OTHER,lead,Burzynski Research Institute,Phase 2
NCT00003514,,OTHER,lead,Burzynski Research Institute,Phase 2
NCT00003573,1998.0,NETWORK,lead,Children's Oncology Group,Phase 2
NCT00003573,1998.0,NIH,collaborator,National Cancer Institute (NCI),Phase 2
NCT00003625,1998.0,NETWORK,lead,Children's Oncology Group,Phase 1
NCT00003625,1998.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1
NCT00003935,1999.0,NETWORK,lead,Children's Oncology Group,Phase 1
NCT00003935,1999.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1
NCT00004268,2001.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004268,2001.0,INDUSTRY,collaborator,Roberts Pharmaceutical,Phase 2
NCT00004286,1996.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004286,1996.0,OTHER,collaborator,University of Vermont,Phase 3
NCT00004293,1999.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004293,1999.0,OTHER,collaborator,University of Pittsburgh,Phase 2
NCT00004294,1999.0,NIH,lead,National Center for Research Resources (NCRR),Phase 1
NCT00004294,1999.0,NIH,collaborator,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),Phase 1
NCT00004294,1999.0,OTHER,collaborator,University of Pittsburgh,Phase 1
NCT00004297,1995.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004297,1995.0,OTHER,collaborator,"University of California, San Francisco",Phase 3
NCT00004300,,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 2
NCT00004300,,OTHER,collaborator,University of Florida,Phase 2
NCT00004310,1999.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004310,1999.0,OTHER,collaborator,Stanford University,Phase 2
NCT00004314,1996.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004314,1996.0,OTHER,collaborator,"University of California, San Diego",Phase 2
NCT00004338,1993.0,NIH,lead,National Center for Research Resources (NCRR),Phase 4
NCT00004338,1993.0,OTHER,collaborator,University of Michigan,Phase 4
NCT00004339,1994.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004339,1994.0,OTHER,collaborator,University of Michigan,Phase 3
NCT00004357,1997.0,OTHER,lead,Northwestern University,Phase 2
NCT00004357,1997.0,OTHER,collaborator,Ann & Robert H Lurie Children's Hospital of Chicago,Phase 2
NCT00004373,1997.0,NIH,lead,National Institute on Drug Abuse (NIDA),Phase 2
NCT00004373,1997.0,OTHER,collaborator,University of Texas,Phase 2
NCT00004376,1994.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004376,1994.0,OTHER,collaborator,Yale University,Phase 3
NCT00004386,1995.0,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 1
NCT00004386,1995.0,OTHER,collaborator,Children's National Research Institute,Phase 1
NCT00004393,1997.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004393,1997.0,OTHER,collaborator,Yale University,Phase 2
NCT00004401,1998.0,OTHER,lead,California Department of Health Services,Not Applicable
NCT00004403,2000.0,OTHER,lead,Johns Hopkins University,Not Applicable
NCT00004407,1998.0,OTHER,lead,Mayo Clinic,Not Applicable
NCT00004418,1998.0,OTHER,lead,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",Phase 2
NCT00004431,1998.0,OTHER,lead,University of Pittsburgh,Not Applicable
NCT00004433,1994.0,OTHER,lead,"Children's Hospital Medical Center, Cincinnati",Not Applicable
NCT00004442,,OTHER,lead,University of Cincinnati,Not Applicable
NCT00004442,,OTHER,collaborator,"Children's Hospital Medical Center, Cincinnati",Not Applicable
NCT00004446,1998.0,NIH,lead,National Institute of Mental Health (NIMH),Not Applicable
NCT00004446,1998.0,OTHER,collaborator,Icahn School of Medicine at Mount Sinai,Not Applicable
NCT00004450,1998.0,FED,lead,FDA Office of Orphan Products Development,Not Applicable
NCT00004450,1998.0,OTHER,collaborator,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",Not Applicable
NCT00004451,1998.0,NIH,lead,National Institute of Mental Health (NIMH),Not Applicable
NCT00004451,1998.0,OTHER,collaborator,University of Virginia,Not Applicable
NCT00004454,1996.0,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 1/Phase 2
NCT00004454,1996.0,OTHER,collaborator,University of Minnesota,Phase 1/Phase 2
NCT00004478,1999.0,OTHER,lead,Icahn School of Medicine at Mount Sinai,Not Applicable
NCT00004479,1999.0,OTHER,lead,Icahn School of Medicine at Mount Sinai,Not Applicable
NCT00004480,1999.0,OTHER,lead,Icahn School of Medicine at Mount Sinai,Not Applicable
NCT00004488,1998.0,OTHER,lead,"Children's Hospital Medical Center, Cincinnati",Phase 2
NCT00004498,1998.0,OTHER,lead,University of Pennsylvania,Phase 1
NCT00004554,2000.0,OTHER,lead,University of Pennsylvania,Phase 4
NCT00004576,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00004637,,NIH,lead,National Center for Research Resources (NCRR),Phase 4
NCT00004646,1995.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004646,1995.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004646,1995.0,OTHER,collaborator,University of Rochester,Phase 3
NCT00004647,1993.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004647,1993.0,OTHER,collaborator,University of Tennessee,Phase 3
NCT00004652,1993.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004652,1993.0,OTHER,collaborator,University of Rochester,Phase 2
NCT00004682,1995.0,OTHER,lead,University of Texas,Not Applicable
NCT00004685,1998.0,OTHER,lead,Ohio State University,Not Applicable
NCT00004686,1994.0,OTHER,lead,The Cleveland Clinic,Phase 2
NCT00004727,,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 4
NCT00004728,,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004730,1998.0,OTHER,lead,University of Washington,Phase 3
NCT00004731,1998.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00004733,1998.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004734,1996.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004744,1993.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004744,1993.0,OTHER,collaborator,Mayo Clinic,Phase 3
NCT00004758,1993.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004758,1993.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00004758,1993.0,OTHER,collaborator,"University of California, Los Angeles",Phase 2
NCT00004759,1991.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004759,1991.0,OTHER,collaborator,Yale University,Phase 3
NCT00004770,1995.0,NIH,lead,National Center for Research Resources (NCRR),Not Applicable
NCT00004770,1995.0,OTHER,collaborator,University of Rochester,Not Applicable
NCT00004771,1992.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004771,1992.0,OTHER,collaborator,Ohio State University,Phase 2
NCT00004772,1992.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004772,1992.0,OTHER,collaborator,Ohio State University,Phase 3
NCT00004776,1993.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004776,1993.0,OTHER,collaborator,"University of California, Los Angeles",Phase 3
NCT00004796,1994.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00004796,1994.0,OTHER,collaborator,Northwestern University,Phase 2
NCT00004802,1992.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004802,1992.0,OTHER,collaborator,Ohio State University,Phase 3
NCT00004807,1995.0,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Not Applicable
NCT00004807,1995.0,OTHER,collaborator,Johns Hopkins University,Not Applicable
NCT00004814,1991.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004814,1991.0,OTHER,collaborator,University of Maryland,Phase 3
NCT00004816,1995.0,NIH,lead,National Center for Research Resources (NCRR),Phase 1
NCT00004816,1995.0,OTHER,collaborator,Stanford University,Phase 1
NCT00004817,1991.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 3
NCT00004817,1991.0,OTHER,collaborator,Harborview Injury Prevention and Research Center,Phase 3
NCT00004826,1993.0,OTHER,lead,Memorial Hospital of Rhode Island,Not Applicable
NCT00004833,1995.0,OTHER,lead,Emory University,Not Applicable
NCT00004834,1998.0,OTHER,lead,Northwell Health,Not Applicable
NCT00004834,1998.0,NIH,collaborator,National Institute of Mental Health (NIMH),Not Applicable
NCT00004834,1998.0,OTHER,collaborator,Long Island Jewish Medical Center,Not Applicable
NCT00004845,,NIH,lead,National Institute on Aging (NIA),Phase 2/Phase 3
NCT00004845,,OTHER,collaborator,Alzheimer's Disease Cooperative Study (ADCS),Phase 2/Phase 3
NCT00004939,1996.0,NIH,lead,National Center for Research Resources (NCRR),Phase 3
NCT00004939,1996.0,OTHER,collaborator,Mayo Clinic,Phase 3
NCT00005015,,NIH,lead,National Institute of Mental Health (NIMH),Phase 3
NCT00005571,2000.0,NIH,lead,National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),Phase 2
NCT00005574,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 1
NCT00005658,2000.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 2
NCT00005674,,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00005674,,OTHER,collaborator,Muscular Dystrophy Association,Phase 2
NCT00005766,,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00005812,2000.0,OTHER,lead,Dartmouth-Hitchcock Medical Center,Phase 2
NCT00005812,2000.0,NIH,collaborator,National Cancer Institute (NCI),Phase 2
NCT00005850,2001.0,OTHER,lead,Alliance for Clinical Trials in Oncology,Phase 2
NCT00005850,2001.0,NIH,collaborator,National Cancer Institute (NCI),Phase 2
NCT00005903,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00005925,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 1
NCT00006024,2000.0,NETWORK,lead,Children's Oncology Group,Phase 1
NCT00006024,2000.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1
NCT00006055,2000.0,OTHER,lead,Fairview University Medical Center,Not Applicable
NCT00006072,,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00006072,,INDUSTRY,collaborator,"Genentech, Inc.",Phase 2
NCT00006077,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00006170,2000.0,OTHER,lead,University of Pittsburgh,Phase 4
NCT00006170,2000.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 4
NCT00006180,2000.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 4
NCT00006187,,INDUSTRY,lead,Merck Sharp & Dohme LLC,Phase 3
NCT00006195,,NIH,lead,National Center for Research Resources (NCRR),Not Applicable
NCT00006195,,INDUSTRY,collaborator,"Janssen, LP",Not Applicable
NCT00006195,,OTHER,collaborator,Washington University School of Medicine,Not Applicable
NCT00006204,2000.0,NIH,lead,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Phase 4
NCT00006286,1998.0,NIH,lead,National Institute of Mental Health (NIMH),Phase 3
NCT00006289,2000.0,NIH,lead,National Institute of Nursing Research (NINR),Phase 2
NCT00006289,2000.0,NIH,collaborator,National Institutes of Health Clinical Center (CC),Phase 2
NCT00006289,2000.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00006289,2000.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 2
NCT00006337,2000.0,NIH,lead,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT00006349,2001.0,OTHER,lead,Alliance for Clinical Trials in Oncology,Phase 3
NCT00006349,2001.0,NIH,collaborator,National Cancer Institute (NCI),Phase 3
NCT00006399,1999.0,NIH,lead,National Center for Research Resources (NCRR),Phase 2
NCT00006399,1999.0,OTHER,collaborator,Alzheimer's Association,Phase 2
NCT00006399,1999.0,INDUSTRY,collaborator,Pfizer,Phase 2
NCT00006399,1999.0,INDUSTRY,collaborator,Eisai Inc.,Phase 2
NCT00006428,1996.0,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 4
NCT00006448,1996.0,NIH,lead,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Not Applicable
NCT00006450,2000.0,NIH,lead,National Cancer Institute (NCI),Phase 2
NCT00006488,,NIH,lead,National Center for Research Resources (NCRR),Phase 1
NCT00006489,2000.0,OTHER,lead,University of Pennsylvania,Phase 4
NCT00006489,2000.0,NIH,collaborator,National Institute on Alcohol Abuse and Alcoholism (NIAAA),Phase 4
NCT00007020,1992.0,INDUSTRY,lead,"Mirum Pharmaceuticals, Inc.",Phase 3
NCT00007020,1992.0,OTHER,collaborator,"Children's Hospital Medical Center, Cincinnati",Phase 3
NCT00007189,2001.0,OTHER,lead,Seattle Institute for Biomedical and Clinical Research,Phase 3
NCT00007189,2001.0,NIH,collaborator,National Institute on Aging (NIA),Phase 3
NCT00007189,2001.0,FED,collaborator,VA Puget Sound Health Care System,Phase 3
NCT00007189,2001.0,OTHER,collaborator,University of Washington,Phase 3
NCT00007189,2001.0,OTHER,collaborator,Johns Hopkins University,Phase 3
NCT00007501,1998.0,FED,lead,US Department of Veterans Affairs,Phase 3
NCT00007501,1998.0,INDUSTRY,collaborator,Merck Sharp & Dohme LLC,Phase 3
